time,10m,20m,30m,40m,50m,60m,70m,80m,90m,100m,110m,120m,130m,140m,150m,160m,170m,180m
24490,1.829,2.367,3.032,3.438,3.801,4.164,4.7695,5.375,6.0915,6.808,7.4475,8.087,8.6805,9.274,9.5935,9.913,10.153,10.393
24500,2.234,2.754,3.416,3.747,4.1655,4.584,5.1095,5.635,5.9245,6.214,6.5105,6.807,7.175,7.543,7.8105,8.078,8.363,8.648
24510,2.441,3.106,3.558,4.028,4.3935,4.759,4.9835,5.208,5.439,5.67,5.8475,6.025,6.2575,6.49,6.603,6.716,6.95,7.184
24520,2.685,3.694,4.161,4.43,4.653,4.876,4.97,5.064,5.2335,5.403,5.5365,5.67,5.7935,5.917,6.1375,6.358,6.5625,6.767
24530,3.244,4.392,4.583,5.037,5.248,5.459,5.89,6.321,6.533,6.745,6.9965,7.248,7.4155,7.583,7.947,8.311,8.6165,8.922
24540,3.439,3.786,4.51,4.924,5.115,5.306,5.573,5.84,6.097,6.354,6.536,6.718,6.8135,6.909,7.0285,7.148,7.2725,7.397
24550,3.643,4.441,4.873,5.344,5.541,5.738,5.9985,6.259,6.4255,6.592,6.7765,6.961,7.1335,7.306,7.4625,7.619,7.995,8.371
24560,4.707,5.199,5.824,6.268,6.462,6.656,6.796,6.936,7.278,7.62,7.7425,7.865,8.032,8.199,8.255,8.311,8.5485,8.786
24570,4.671,5.587,6.291,6.794,7.261,7.728,7.989,8.25,8.485,8.72,8.825,8.93,9.0635,9.197,9.3145,9.432,9.562,9.692
24580,3.478,3.886,4.629,4.813,5.199,5.585,5.7225,5.86,5.9655,6.071,6.1505,6.23,6.336,6.442,6.519,6.596,6.6645,6.733
24590,3.241,3.677,4.351,4.699,4.924,5.149,5.3825,5.616,5.747,5.878,5.935,5.992,6.0775,6.163,6.311,6.459,6.591,6.723
24600,3.326,3.792,4.151,4.638,4.91,5.182,5.3435,5.505,5.668,5.831,5.983,6.135,6.311,6.487,6.614,6.741,6.8155,6.89
24610,2.896,3.365,3.623,4.128,4.4415,4.755,4.9165,5.078,5.199,5.32,5.4645,5.609,5.7425,5.876,5.989,6.102,6.1915,6.281
24620,2.779,3.27,3.584,3.981,4.2805,4.58,4.8355,5.091,5.3155,5.54,5.7295,5.919,6.0605,6.202,6.3065,6.411,6.4875,6.564
24630,2.683,3.435,3.834,4.232,4.4945,4.757,5.0185,5.28,5.389,5.498,5.6205,5.743,5.8305,5.918,5.999,6.08,6.149,6.218
24640,2.683,3.235,3.493,3.836,4.1575,4.479,4.822,5.165,5.2985,5.432,5.557,5.682,5.816,5.95,6.047,6.144,6.2355,6.327
24650,2.062,2.582,3.128,3.415,3.799,4.183,4.4685,4.754,4.952,5.15,5.3025,5.455,5.6355,5.816,5.922,6.028,6.11,6.192
24660,2.042,2.604,2.906,3.251,3.554,3.857,4.1185,4.38,4.646,4.912,5.1415,5.371,5.558,5.745,5.9005,6.056,6.4355,6.815
24670,2.051,2.78,2.935,3.097,3.3965,3.696,3.963,4.23,4.4665,4.703,4.9675,5.232,5.428,5.624,5.923,6.222,6.9725,7.723
24680,2.423,3.206,3.658,3.824,4.1185,4.413,4.6285,4.844,5.07,5.296,5.4765,5.657,5.793,5.929,6.3085,6.688,7.404,8.12
24690,2.169,2.876,3.298,3.686,3.9365,4.187,4.4805,4.774,5.115,5.456,5.764,6.072,6.2565,6.441,6.6505,6.86,7.4125,7.965
24700,2.521,3.476,4.009,4.223,4.614,5.005,5.3755,5.746,6.01,6.274,6.406,6.538,6.6245,6.711,6.795,6.879,7.091,7.303
24710,2.708,3.285,3.888,4.276,4.616,4.956,5.365,5.774,6.1405,6.507,6.673,6.839,6.981,7.123,7.338,7.553,7.814,8.075
24720,2.612,3.371,4.129,4.565,5.037,5.509,5.8735,6.238,6.4315,6.625,6.789,6.953,7.296,7.639,7.9315,8.224,8.37,8.516
24730,2.764,3.569,4.3,4.713,5.106,5.499,5.715,5.931,6.1125,6.294,6.4955,6.697,7.03,7.363,7.8715,8.38,8.5875,8.795
24740,2.503,3.334,4.038,4.514,5.0365,5.559,6.037,6.515,6.83,7.145,7.236,7.327,7.422,7.517,7.8105,8.104,8.551,8.998
24750,2.674,3.333,3.949,4.358,4.847,5.336,5.754,6.172,6.5645,6.957,7.1315,7.306,7.449,7.592,7.8305,8.069,8.3725,8.676
24760,2.277,2.882,3.455,3.855,4.3355,4.816,5.2135,5.611,5.9885,6.366,6.6205,6.875,7.211,7.547,7.8925,8.238,8.4245,8.611
24770,2.03,2.64,3.035,3.475,3.876,4.277,4.745,5.213,5.636,6.059,6.4925,6.926,7.447,7.968,8.316,8.664,8.9205,9.177
24780,1.47,1.89,2.333,2.68,3.269,3.858,4.397,4.936,5.4095,5.883,6.509,7.135,7.6195,8.104,8.4115,8.719,8.8745,9.03
24790,2.037,2.645,3.235,3.626,4.0595,4.493,4.8895,5.286,5.7885,6.291,6.979,7.667,8.067,8.467,8.6625,8.858,8.97,9.082
24800,2.11,2.737,3.323,3.808,4.4625,5.117,5.366,5.615,5.731,5.847,6.1245,6.402,6.9165,7.431,7.8715,8.312,8.4715,8.631
24810,1.562,2.088,2.649,3.088,3.597,4.106,4.547,4.988,5.1135,5.239,5.29,5.341,5.4505,5.56,6.033,6.506,7.349,8.192
24820,0.823,0.998,1.373,1.692,2.0605,2.429,2.7525,3.076,3.3115,3.547,3.726,3.905,4.048,4.191,4.3115,4.432,6.1245,7.817
24830,0.97,1.231,1.416,1.663,1.995,2.327,2.6335,2.94,3.2995,3.659,3.981,4.303,4.4745,4.646,4.786,4.926,5.059,5.192
24840,0.823,1.018,1.135,1.375,1.8115,2.248,2.81,3.372,3.8425,4.313,4.534,4.755,4.8395,4.924,5.0145,5.105,5.176,5.247
24850,0.925,1.26,1.615,1.901,2.3235,2.746,3.297,3.848,4.1325,4.417,4.5705,4.724,4.852,4.98,5.071,5.162,5.2575,5.353
24860,0.709,0.825,1.239,1.602,2.1245,2.647,3.2295,3.812,4.0895,4.367,4.5625,4.758,4.867,4.976,5.065,5.154,5.2215,5.289
24870,0.883,1.293,1.7,2.127,2.831,3.535,3.9975,4.46,4.5335,4.607,4.6645,4.722,4.8165,4.911,4.998,5.085,5.155,5.225
24880,4.428,5.318,6.011,6.421,6.87,7.319,7.6995,8.08,8.3285,8.577,8.891,9.205,9.4965,9.788,10.0265,10.265,10.4135,10.562
24890,3.556,4.527,5.3,5.561,5.9515,6.342,6.598,6.854,6.968,7.082,7.3995,7.717,8.0165,8.316,8.814,9.312,9.383,9.454
24900,4.361,5.354,5.487,6.472,6.775,7.078,7.3345,7.591,7.9115,8.232,8.405,8.578,8.7285,8.879,9.0375,9.196,9.248,9.3
24910,3.718,4.547,5.403,5.964,6.4555,6.947,7.2515,7.556,7.7655,7.975,8.1455,8.316,8.4765,8.637,8.802,8.967,9.192,9.417
24920,4.269,5.553,6.2,6.648,6.996,7.344,7.467,7.59,7.676,7.762,7.93,8.098,8.3505,8.603,8.687,8.771,8.9175,9.064
24930,4.005,4.822,5.566,5.94,6.2645,6.589,6.9285,7.268,7.524,7.78,8.076,8.372,8.6765,8.981,9.2005,9.42,9.6405,9.861
24940,4.867,5.726,6.161,6.735,7.1385,7.542,7.9445,8.347,8.631,8.915,9.2895,9.664,9.87,10.076,10.254,10.432,10.73,11.028
24950,4.158,4.876,5.625,6.049,6.482,6.915,7.246,7.577,7.773,7.969,8.235,8.501,8.711,8.921,9.1665,9.412,9.726,10.04
24960,3.405,4.194,4.403,4.803,5.14,5.477,5.819,6.161,6.5035,6.846,7.1865,7.527,7.7145,7.902,8.133,8.364,8.4585,8.553
24970,3.173,4.114,5.122,5.43,5.9685,6.507,6.9195,7.332,7.61,7.888,8.151,8.414,8.57,8.726,8.915,9.104,9.2325,9.361
24980,3.822,4.725,5.179,5.496,6.155,6.814,7.211,7.608,7.8965,8.185,8.4325,8.68,8.912,9.144,9.4025,9.661,9.827,9.993
24990,3.37,4.013,4.646,4.93,5.4065,5.883,6.473,7.063,7.367,7.671,8.0385,8.406,8.691,8.976,9.1765,9.377,9.52,9.663
25000,3.233,4.188,4.605,4.86,5.399,5.938,6.404,6.87,7.327,7.784,8.067,8.35,8.6525,8.955,9.1565,9.358,9.5195,9.681
25010,2.724,3.481,3.866,4.175,4.654,5.133,5.5025,5.872,6.3725,6.873,7.3375,7.802,8.081,8.36,8.5965,8.833,8.9475,9.062
25020,2.331,3.032,3.522,3.973,4.4635,4.954,5.39,5.826,6.394,6.962,7.3775,7.793,8.125,8.457,8.802,9.147,9.537,9.927
25030,2.406,3.172,3.66,4.034,4.508,4.982,5.3875,5.793,6.1975,6.602,6.9955,7.389,7.6675,7.946,8.2085,8.471,8.62,8.769
25040,2.675,3.348,3.828,4.056,4.551,5.046,5.4655,5.885,6.3275,6.77,7.1835,7.597,7.9045,8.212,8.417,8.622,8.778,8.934
25050,2.4,2.901,3.281,3.841,4.2925,4.744,5.231,5.718,6.087,6.456,6.818,7.18,7.466,7.752,7.961,8.17,8.3215,8.473
25060,2.351,3.004,3.509,3.979,4.417,4.855,5.4685,6.082,6.6095,7.137,7.5885,8.04,8.2995,8.559,8.736,8.913,9.0525,9.192
25070,2.595,3.249,3.848,4.389,4.9585,5.528,6.052,6.576,7.074,7.572,7.8785,8.185,8.426,8.667,8.808,8.949,9.1145,9.28
25080,2.165,2.504,2.998,3.384,3.789,4.194,4.6705,5.147,5.549,5.951,6.4745,6.998,7.375,7.752,8.064,8.376,8.542,8.708
25090,2.251,2.816,3.403,3.558,4.2335,4.909,5.417,5.925,6.3575,6.79,7.237,7.684,8.1035,8.523,8.8395,9.156,9.5915,10.027
25100,2.287,2.927,3.434,3.897,4.509,5.121,5.6325,6.144,6.724,7.304,7.6995,8.095,8.3305,8.566,8.71,8.854,9.178,9.502
25110,2.444,3.222,3.974,4.455,5.0015,5.548,6.1025,6.657,7.17,7.683,8.0195,8.356,8.511,8.666,8.8345,9.003,9.336,9.669
25120,2.494,3.075,3.734,4.335,4.8825,5.43,6.0035,6.577,7.1415,7.706,8.1115,8.517,8.8175,9.118,9.3085,9.499,9.742,9.985
25130,2.362,2.863,3.362,3.805,4.396,4.987,5.5635,6.14,6.704,7.268,7.767,8.266,8.6395,9.013,9.302,9.591,9.8745,10.158
25140,2.424,3.247,3.747,4.082,4.6865,5.291,5.9785,6.666,7.291,7.916,8.433,8.95,9.382,9.814,10.1775,10.541,10.85,11.159
25150,3.112,3.652,4.233,4.397,5.0525,5.708,6.28,6.852,7.39,7.928,8.3565,8.785,9.0385,9.292,9.559,9.826,10.256,10.686
25160,2.874,3.595,4.25,4.408,4.924,5.44,6.077,6.714,7.204,7.694,8.07,8.446,8.8095,9.173,9.443,9.713,9.908,10.103
25170,2.614,3.288,3.909,4.039,4.602,5.165,5.6675,6.17,6.5995,7.029,7.3525,7.676,7.9995,8.323,8.631,8.939,9.2905,9.642
25180,2.587,3.032,3.418,3.94,4.4875,5.035,5.5775,6.12,6.811,7.502,7.916,8.33,8.7255,9.121,9.6965,10.272,10.8805,11.489
25190,2.732,3.352,4.075,4.46,5.0675,5.675,6.2785,6.882,7.6085,8.335,8.8555,9.376,9.7665,10.157,10.941,11.725,12.4865,13.248
25200,2.702,3.641,4.432,4.794,5.4965,6.199,6.9005,7.602,8.1345,8.667,9.243,9.819,10.3975,10.976,11.536,12.096,12.607,13.118
25210,2.853,3.696,4.549,4.879,5.6895,6.5,7.167,7.834,8.4075,8.981,9.4835,9.986,10.3765,10.767,11.243,11.719,12.268,12.817
25220,2.994,3.528,3.942,4.618,5.2425,5.867,6.5285,7.19,7.679,8.168,8.5345,8.901,9.33,9.759,10.149,10.539,10.772,11.005
25230,2.838,3.433,3.831,4.307,4.74,5.173,5.7015,6.23,6.7755,7.321,7.775,8.229,8.5895,8.95,9.234,9.518,9.854,10.19
25240,2.077,2.619,3.054,3.752,4.1625,4.573,5.026,5.479,5.9865,6.494,6.9135,7.333,7.584,7.835,8.1695,8.504,8.882,9.26
25250,2.443,3.028,3.278,3.95,4.261,4.572,5.1895,5.807,6.3555,6.904,7.361,7.818,8.258,8.698,9.0705,9.443,9.6995,9.956
25260,2.27,2.664,3.195,3.641,4.1335,4.626,5.18,5.734,6.199,6.664,6.9925,7.321,7.624,7.927,8.217,8.507,8.7915,9.076
25270,2.324,3.13,3.583,4.004,4.453,4.902,5.356,5.81,6.1765,6.543,6.839,7.135,7.4185,7.702,8.0355,8.369,8.677,8.985
25280,2.6,3.04,3.779,4.438,4.917,5.396,5.957,6.518,6.958,7.398,7.6535,7.909,8.1585,8.408,8.635,8.862,9.076,9.29
25290,2.648,3.248,4.035,4.595,5.197,5.799,6.327,6.855,7.3255,7.796,8.133,8.47,8.765,9.06,9.291,9.522,9.7265,9.931
25300,2.922,3.815,4.377,4.71,5.3265,5.943,6.406,6.869,7.3385,7.808,8.1965,8.585,8.8525,9.12,9.331,9.542,9.721,9.9
25310,2.529,3.248,4.241,4.727,5.2935,5.86,6.4285,6.997,7.5855,8.174,8.591,9.008,9.302,9.596,9.7935,9.991,10.1575,10.324
25320,2.952,3.847,4.602,5.162,5.8315,6.501,7.0985,7.696,8.206,8.716,9.102,9.488,9.725,9.962,10.185,10.408,10.602,10.796
25330,2.734,3.456,4.363,5.006,5.806,6.606,7.236,7.866,8.298,8.73,9.0155,9.301,9.546,9.791,10.0085,10.226,10.4615,10.697
25340,2.777,3.668,4.461,5.061,5.7585,6.456,7.089,7.722,8.235,8.748,9.122,9.496,9.767,10.038,10.258,10.478,10.7455,11.013
25350,2.69,3.664,4.505,5.148,5.9385,6.729,7.4545,8.18,8.709,9.238,9.602,9.966,10.292,10.618,10.8865,11.155,11.4385,11.722
25360,2.851,3.997,4.864,5.543,6.2675,6.992,7.722,8.452,8.9055,9.359,9.6155,9.872,10.105,10.338,10.602,10.866,11.1015,11.337
25370,2.943,3.851,4.823,5.563,6.2765,6.99,7.6455,8.301,8.7045,9.108,9.3635,9.619,9.8755,10.132,10.395,10.658,10.9155,11.173
25380,3.079,4.01,4.739,5.487,6.023,6.559,7.1135,7.668,8.3095,8.951,9.3295,9.708,9.9675,10.227,10.386,10.545,10.7775,11.01
25390,3.004,3.996,4.534,5.044,5.85,6.656,7.3255,7.995,8.5505,9.106,9.4195,9.733,9.957,10.181,10.408,10.635,10.871,11.107
25400,2.636,3.739,4.532,5.118,5.6375,6.157,6.816,7.475,8.0715,8.668,9.088,9.508,9.7735,10.039,10.328,10.617,10.8785,11.14
25410,2.373,3.303,3.883,4.45,5.1495,5.849,6.3515,6.854,7.344,7.834,8.352,8.87,9.3135,9.757,10.0725,10.388,10.6785,10.969
25420,2.645,3.31,3.791,4.579,5.0785,5.578,6.14,6.702,7.354,8.006,8.438,8.87,9.2,9.53,9.7735,10.017,10.29,10.563
25430,2.152,2.985,3.499,4.015,4.695,5.375,6.008,6.641,7.236,7.831,8.3025,8.774,9.07,9.366,9.624,9.882,10.065,10.248
25440,1.71,2.729,3.47,3.791,4.202,4.613,5.207,5.801,6.5835,7.366,7.8965,8.427,8.788,9.149,9.4655,9.782,10.068,10.354
25450,1.547,2.682,3.408,3.826,4.2745,4.723,5.36,5.997,6.7905,7.584,8.2465,8.909,9.2685,9.628,9.9225,10.217,10.4715,10.726
25460,1.962,3.055,3.717,4.243,4.711,5.179,5.7855,6.392,7.099,7.806,8.4655,9.125,9.477,9.829,10.11,10.391,10.596,10.801
25470,2.11,2.824,3.445,4.043,4.5075,4.972,5.537,6.102,6.5585,7.015,7.6845,8.354,8.949,9.544,9.9185,10.293,10.4895,10.686
25480,1.831,2.718,3.343,3.704,4.326,4.948,5.458,5.968,6.518,7.068,7.691,8.314,8.8535,9.393,9.8265,10.26,10.5455,10.831
25490,1.849,2.874,3.644,3.927,4.392,4.857,5.479,6.101,6.904,7.707,8.45,9.193,9.6875,10.182,10.5015,10.821,11.1175,11.414
25500,1.574,2.501,3.181,3.777,4.3595,4.942,5.5005,6.059,6.7945,7.53,8.1195,8.709,9.121,9.533,9.978,10.423,10.8905,11.358
25510,1.695,2.355,2.924,3.312,3.7775,4.243,4.729,5.215,5.768,6.321,7.042,7.763,8.4335,9.104,10,10.896,11.3945,11.893
25520,2.717,3.688,4.371,4.906,5.5645,6.223,6.946,7.669,8.5255,9.382,10.127,10.872,11.127,11.382,11.528,11.674,11.827,11.98
25530,2.926,3.738,4.423,5.262,5.9975,6.733,7.3475,7.962,8.6615,9.361,9.9625,10.564,10.937,11.31,11.4735,11.637,11.814,11.991
25540,3.021,4.112,5.076,5.626,6.4125,7.199,7.7745,8.35,8.986,9.622,10.1855,10.749,11.036,11.323,11.4365,11.55,11.6425,11.735
25550,2.813,3.344,4.261,4.958,5.645,6.332,6.872,7.412,8.093,8.774,9.384,9.994,10.6585,11.323,11.597,11.871,11.9345,11.998
25560,3.538,4.351,5.023,5.622,6.1595,6.697,7.077,7.457,7.99,8.523,8.955,9.387,9.8535,10.32,10.683,11.046,11.3865,11.727
25570,3.36,4.072,4.572,5.21,5.5705,5.931,6.434,6.937,7.4195,7.902,8.342,8.782,9.2125,9.643,10.0535,10.464,10.805,11.146
25580,3.7,4.43,5.156,5.65,6.242,6.834,7.236,7.638,8.0245,8.411,8.869,9.327,9.7885,10.25,10.6305,11.011,11.1545,11.298
25590,2.927,3.696,4.159,4.745,5.3695,5.994,6.49,6.986,7.425,7.864,8.3175,8.771,9.147,9.523,9.8425,10.162,10.3265,10.491
25600,3.562,4.338,5.131,5.355,5.8095,6.264,6.6935,7.123,7.422,7.721,7.9375,8.154,8.5275,8.901,9.163,9.425,9.605,9.785
25610,2.862,3.613,4.369,5.01,5.3755,5.741,6.099,6.457,6.797,7.137,7.2995,7.462,7.684,7.906,8.1315,8.357,8.525,8.693
25620,3.594,4.024,4.551,5.103,5.5085,5.914,6.2445,6.575,6.842,7.109,7.3095,7.51,7.6605,7.811,7.979,8.147,8.2955,8.444
25630,3.864,4.681,6.057,6.568,6.768,6.968,7.273,7.578,7.7615,7.945,8.0805,8.216,8.3755,8.535,8.6115,8.688,8.8065,8.925
25640,4.039,4.485,5.392,5.7,5.954,6.208,6.444,6.68,6.886,7.092,7.2925,7.493,7.7145,7.936,8.0875,8.239,8.4125,8.586
25650,3.884,4.927,5.495,5.896,6.144,6.392,6.588,6.784,6.889,6.994,7.177,7.36,7.5,7.64,7.724,7.808,7.8645,7.921
25660,4.313,5.507,6.112,6.787,7.007,7.227,7.428,7.629,7.7535,7.878,8.0885,8.299,8.4575,8.616,8.7415,8.867,8.974,9.081
25670,4.992,5.98,6.47,6.725,6.943,7.161,7.3575,7.554,7.6745,7.795,8.0545,8.314,8.394,8.474,8.536,8.598,8.685,8.772
25680,5.336,6.329,7.288,7.892,8.2395,8.587,8.7,8.813,9.076,9.339,9.4225,9.506,9.634,9.762,9.8925,10.023,10.1015,10.18
25690,4.822,5.855,6.781,7.905,8.3785,8.852,9.067,9.282,9.495,9.708,9.866,10.024,10.1145,10.205,10.263,10.321,10.3735,10.426
25700,4.837,5.765,6.6,7.448,7.7505,8.053,8.4275,8.802,9.009,9.216,9.3705,9.525,9.632,9.739,9.8335,9.928,9.983,10.038
25710,4.398,5.328,6.194,6.565,7.1965,7.828,7.9755,8.123,8.269,8.415,8.567,8.719,8.8575,8.996,9.083,9.17,9.229,9.288
25720,2.346,2.759,3.272,3.707,4.146,4.585,4.805,5.025,5.174,5.323,5.453,5.583,5.6835,5.784,5.8495,5.915,6.026,6.137
25730,2.535,3.2,3.512,4.023,4.373,4.723,4.902,5.081,5.2605,5.44,5.5825,5.725,5.836,5.947,6.064,6.181,6.374,6.567
25740,2.336,3.047,3.923,4.255,4.5405,4.826,5.0685,5.311,5.4575,5.604,5.732,5.86,5.977,6.094,6.2215,6.349,6.51,6.671
25750,2.021,2.715,3.278,3.777,4.1335,4.49,4.7435,4.997,5.189,5.381,5.522,5.663,5.8275,5.992,6.1455,6.299,6.5215,6.744
25760,1.864,2.427,3.119,3.611,3.931,4.251,4.4895,4.728,4.9685,5.209,5.4225,5.636,5.825,6.014,6.1965,6.379,6.606,6.833
25770,1.955,2.323,2.936,3.463,3.735,4.007,4.23,4.453,4.671,4.889,5.069,5.249,5.4425,5.636,5.8665,6.097,6.3285,6.56
25780,1.743,2.189,2.852,3.195,3.523,3.851,4.069,4.287,4.492,4.697,4.91,5.123,5.324,5.525,5.711,5.897,6.104,6.311
25790,1.538,2.09,2.612,3.031,3.405,3.779,4.071,4.363,4.5975,4.832,5.093,5.354,5.6035,5.853,6.0835,6.314,6.383,6.452
25800,1.57,2.104,2.558,2.882,3.308,3.734,4.0225,4.311,4.5485,4.786,5.0305,5.275,5.4885,5.702,5.8865,6.071,6.2475,6.424
25810,1.358,1.829,2.197,2.713,3.242,3.771,4.0295,4.288,4.5585,4.829,5.066,5.303,5.5365,5.77,5.921,6.072,6.192,6.312
25820,1.442,1.767,2.328,2.803,3.307,3.811,4.046,4.281,4.484,4.687,4.8875,5.088,5.31,5.532,5.727,5.922,6.058,6.194
25830,1.211,1.63,2.042,2.487,3.054,3.621,3.908,4.195,4.4045,4.614,4.802,4.99,5.164,5.338,5.5355,5.733,5.903,6.073
25840,1.228,1.794,2.325,2.826,3.285,3.744,3.9755,4.207,4.42,4.633,4.8935,5.154,5.382,5.61,5.871,6.132,6.3135,6.495
25850,1.145,1.641,2.052,2.473,2.8585,3.244,3.513,3.782,4.0515,4.321,4.5805,4.84,5.07,5.3,5.6485,5.997,6.2375,6.478
25860,0.789,1.271,1.62,1.952,2.2965,2.641,2.9445,3.248,3.5535,3.859,4.2085,4.558,4.902,5.246,5.5015,5.757,5.9705,6.184
25870,0.794,1.366,1.684,1.959,2.302,2.645,2.9085,3.172,3.4745,3.777,4.122,4.467,4.832,5.197,5.547,5.897,6.135,6.373
25880,0.724,1.548,1.855,2.162,2.5105,2.859,3.095,3.331,3.587,3.843,4.146,4.449,4.8945,5.34,5.765,6.19,6.3815,6.573
25890,0.98,1.814,2.352,2.736,3.1065,3.477,3.781,4.085,4.3685,4.652,4.9835,5.315,5.575,5.835,5.978,6.121,6.218,6.315
25900,1.168,2.272,2.792,3.164,3.541,3.918,4.1425,4.367,4.524,4.681,4.862,5.043,5.2365,5.43,5.59,5.75,5.9235,6.097
25910,0.965,2.162,2.811,3.212,3.5835,3.955,4.209,4.463,4.6085,4.754,4.8785,5.003,5.139,5.275,5.4365,5.598,5.801,6.004
25920,0.975,2.329,2.878,3.232,3.6025,3.973,4.2815,4.59,4.7795,4.969,5.1055,5.242,5.3955,5.549,5.736,5.923,6.121,6.319
25930,1.077,2.207,2.787,3.025,3.4345,3.844,4.225,4.606,4.8245,5.043,5.2455,5.448,5.6595,5.871,6.0695,6.268,6.4285,6.589
25940,0.986,2.181,2.67,2.975,3.398,3.821,4.193,4.565,4.8345,5.104,5.3815,5.659,5.896,6.133,6.315,6.497,6.6155,6.734
25950,0.995,2.172,2.719,3.093,3.6555,4.218,4.639,5.06,5.375,5.69,5.9135,6.137,6.2995,6.462,6.597,6.732,6.838,6.944
25960,1.219,2.515,3.142,3.616,4.153,4.69,5.044,5.398,5.668,5.938,6.1625,6.387,6.591,6.795,6.955,7.115,7.279,7.443
25970,1.158,2.522,3.207,3.545,3.9635,4.382,4.722,5.062,5.329,5.596,5.8335,6.071,6.3165,6.562,6.8195,7.077,7.332,7.587
25980,1.169,2.725,3.533,4.025,4.472,4.919,5.329,5.739,6.0585,6.378,6.5815,6.785,6.925,7.065,7.2015,7.338,7.45,7.562
25990,1.437,2.817,3.551,4.057,4.518,4.979,5.4605,5.942,6.235,6.528,6.716,6.904,7.043,7.182,7.2945,7.407,7.538,7.669
26000,1.461,2.618,3.322,3.859,4.415,4.971,5.4425,5.914,6.311,6.708,6.948,7.188,7.3655,7.543,7.6785,7.814,8.015,8.216
26010,1.535,2.742,3.455,4.063,4.6025,5.142,5.6685,6.195,6.4135,6.632,6.798,6.964,7.139,7.314,7.51,7.706,7.959,8.212
26020,1.337,2.562,3.318,3.792,4.2705,4.749,5.2445,5.74,6.1125,6.485,6.7365,6.988,7.1705,7.353,7.511,7.669,7.9245,8.18
26030,1.348,2.557,3.159,3.578,4.115,4.652,5.1115,5.571,5.974,6.377,6.652,6.927,7.123,7.319,7.503,7.687,7.917,8.147
26040,1.73,2.537,3.117,3.823,4.336,4.849,5.2775,5.706,6.1585,6.611,6.999,7.387,7.7245,8.062,8.289,8.516,8.6885,8.861
26050,1.347,2.304,3.133,3.675,4.2475,4.82,5.2775,5.735,6.2295,6.724,7.1455,7.567,7.824,8.081,8.2935,8.506,8.7325,8.959
26060,1.687,2.558,3.245,3.727,4.295,4.863,5.4025,5.942,6.404,6.866,7.2215,7.577,7.782,7.987,8.1745,8.362,8.539,8.716
26070,1.638,2.707,3.477,4.035,4.562,5.089,5.534,5.979,6.4755,6.972,7.397,7.822,8.1,8.378,8.6795,8.981,9.2205,9.46
26080,2.194,3.039,3.853,4.424,4.945,5.466,5.8825,6.299,6.7705,7.242,7.69,8.138,8.5145,8.891,9.2065,9.522,9.941,10.36
26090,2.238,3.472,4.31,4.776,5.435,6.094,6.499,6.904,7.2695,7.635,7.9205,8.206,8.4795,8.753,9.1835,9.614,9.863,10.112
26100,2.165,3.362,4.046,4.645,5.389,6.133,6.538,6.943,7.269,7.595,7.918,8.241,8.677,9.113,9.3765,9.64,9.826,10.012
26110,2.054,2.948,3.764,4.325,5.1365,5.948,6.5125,7.077,7.44,7.803,8.201,8.599,8.9435,9.288,9.542,9.796,9.9725,10.149
26120,2.33,3.152,3.978,4.551,5.2055,5.86,6.445,7.03,7.4445,7.859,8.2545,8.65,8.883,9.116,9.368,9.62,9.8135,10.007
26130,2.063,2.953,3.792,4.493,5.1825,5.872,6.44,7.008,7.289,7.57,7.7785,7.987,8.207,8.427,8.6865,8.946,9.1535,9.361
26140,2.199,2.93,3.629,4.206,4.795,5.384,5.963,6.542,6.9805,7.419,7.6435,7.868,7.9945,8.121,8.2385,8.356,8.5465,8.737
26150,1.95,2.955,3.613,4.354,4.992,5.63,6.3485,7.067,7.39,7.713,7.833,7.953,8.099,8.245,8.3555,8.466,8.6495,8.833
26160,1.962,2.59,3.262,4.124,4.738,5.352,6.1415,6.931,7.343,7.755,7.9755,8.196,8.3245,8.453,8.637,8.821,8.9695,9.118
26170,2.027,2.834,3.563,4.183,4.9815,5.78,6.504,7.228,7.68,8.132,8.316,8.5,8.648,8.796,8.9805,9.165,9.38,9.595
26180,2.072,2.947,3.98,4.705,5.489,6.273,6.9355,7.598,8.003,8.408,8.7265,9.045,9.317,9.589,9.879,10.169,10.411,10.653
26190,2.2,3.072,3.995,4.617,5.421,6.225,6.888,7.551,7.9745,8.398,8.6505,8.903,9.177,9.451,9.711,9.971,10.1955,10.42
26200,2.242,3.152,3.954,4.643,5.466,6.289,7.024,7.759,8.1985,8.638,8.89,9.142,9.335,9.528,9.842,10.156,10.4505,10.745
26210,2.733,3.711,4.496,5.112,5.85,6.588,7.339,8.09,8.4165,8.743,8.92,9.097,9.376,9.655,9.9715,10.288,10.5605,10.833
26220,2.454,3.455,4.212,4.839,5.632,6.425,7.1575,7.89,8.2615,8.633,8.87,9.107,9.3645,9.622,9.931,10.24,10.4995,10.759
26230,2.382,3.553,4.311,4.92,5.618,6.316,6.911,7.506,7.9295,8.353,8.592,8.831,9.104,9.377,9.5355,9.694,9.9405,10.187
26240,2.168,3.307,4.183,4.715,5.3245,5.934,6.392,6.85,7.2465,7.643,7.968,8.293,8.714,9.135,9.3705,9.606,9.7045,9.803
26250,2.23,3.28,4.148,4.957,5.6145,6.272,6.723,7.174,7.6,8.026,8.4005,8.775,9.131,9.487,9.699,9.911,10.0565,10.202
